dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
946684800,2000-01-01 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,263.11,2000,262.17,263.11,263.11,263.76,1019,,,92,1,130,,,,,,75,711,Smoke,smoke,50n
946684800,2000-01-01 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,263.11,2000,262.17,263.11,263.11,263.76,1019,,,92,1,130,,,,,,75,600,Snow,light snow,13n
946688400,2000-01-01 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,265.15,1700,264.2,265.15,263.64,267.32,1019,,,92,1,130,,,,0.11,,75,711,Smoke,smoke,50n
946688400,2000-01-01 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,265.15,1700,264.2,265.15,263.64,267.32,1019,,,92,1,130,,,,0.11,,75,600,Snow,light snow,13n
946692000,2000-01-01 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,266.66,,265.95,263.26,264.28,268.64,1019,,,94,1.92,174,,,,0.22,,98,600,Snow,light snow,13n
946695600,2000-01-01 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,265.91,,264.45,265.91,264.28,267.16,1018,,,88,0.5,60,,,,0.26,,99,600,Snow,light snow,13n
946699200,2000-01-01 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,268.47,,267.99,264.68,264.28,270.47,1018,,,96,2.42,171,,,,0.25,,99,600,Snow,light snow,13n
946702800,2000-01-01 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,269.85,,269.49,266.24,265.28,271.61,1017,,,97,2.48,175,,,,0.21,,99,600,Snow,light snow,13n
946706400,2000-01-01 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,268,,266.65,268,265.28,270.26,1017,,,89,0.5,90,,,,0.14,,100,600,Snow,light snow,13n
946710000,2000-01-01 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.71,,270.47,267.27,266.28,272.25,1017,,,98,2.47,184,,,,0.18,,100,600,Snow,light snow,13n
946713600,2000-01-01 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.3,2500,270.31,271.3,267.28,272.85,1016,,,92,0,0,,,,0.19,,75,600,Snow,light snow,13d
946717200,2000-01-01 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.1,5000,269.11,267.92,268.28,273.46,1016,,,92,1.5,130,,,,0.26,,75,600,Snow,light snow,13d
946720800,2000-01-01 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.68,2000,271.67,272.68,269.28,273.58,1016,,,92,1,140,,,,0.34,,75,600,Snow,light snow,13d
946724400,2000-01-01 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.74,4000,271.73,270.93,270.28,273.52,1016,,,92,1.5,150,,,,0.3,,75,600,Snow,light snow,13d
946728000,2000-01-01 12:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.71,,271.7,272.71,271.28,273.46,1016,,,92,0.5,170,,,,0.14,,100,600,Snow,light snow,13d
946731600,2000-01-01 13:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.86,5000,271.85,271.06,272.12,273.69,1016,,,92,1.5,150,,,,,,75,600,Snow,light snow,13d
946735200,2000-01-01 14:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.04,4500,272.03,271.27,272.28,273.82,1016,,,92,1.5,180,,,,,,75,600,Snow,light snow,13n
946738800,2000-01-01 15:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.31,,272.28,273.31,273.28,273.76,1016,,,92,1,180,,,,,,100,804,Clouds,overcast clouds,04n
946742400,2000-01-01 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.16,7000,272.15,270.58,272.5,273.9,1016,,,92,2.1,180,,,,,,75,701,Mist,mist,50n
946746000,2000-01-01 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.23,5000,272.34,270.12,272.38,274.11,1016,,,93,2.6,190,,,,,,75,701,Mist,mist,50n
946749600,2000-01-01 18:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.51,,272.46,273.51,273.28,273.66,1016,,,92,1,200,,,,,,99,804,Clouds,overcast clouds,04n
946753200,2000-01-01 19:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.95,,272.58,268.97,272.14,273.8,1017,,,97,3.53,208,,,,,,99,804,Clouds,overcast clouds,04n
946756800,2000-01-01 20:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.85,,272.36,268.84,271.97,273.77,1017,,,96,3.54,208,,,,,,99,804,Clouds,overcast clouds,04n
946760400,2000-01-01 21:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.71,,272.63,273.71,273.28,273.76,1016,,,92,1,200,,,,,,98,804,Clouds,overcast clouds,04n
946764000,2000-01-01 22:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.53,,272.16,268.48,271.57,274.28,1018,,,97,3.5,216,,,,,,81,803,Clouds,broken clouds,04n
946767600,2000-01-01 23:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.74,,272.37,268.84,271.86,274.28,1018,,,97,3.37,220,,,,,,97,804,Clouds,overcast clouds,04n
946771200,2000-01-02 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.71,,272.76,273.71,273.71,274.28,1017,,,93,1,210,,,,,,86,804,Clouds,overcast clouds,04n
946774800,2000-01-02 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.02,,272.65,269.44,272.23,273.9,1017,,,97,3.06,210,,,,,,85,804,Clouds,overcast clouds,04n
946778400,2000-01-02 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.05,,272.8,269.46,272.28,273.9,1017,,,98,3.08,213,,,,,,100,804,Clouds,overcast clouds,04n
946782000,2000-01-02 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.61,,272.93,271.92,273.28,274.36,1016,,,95,1.5,200,,,,,,95,804,Clouds,overcast clouds,04n
946785600,2000-01-02 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.34,,273.07,269.63,272.59,274.17,1017,,,98,3.29,207,,,,,,92,804,Clouds,overcast clouds,04n
946789200,2000-01-02 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.56,,273.28,269.76,272.85,274.32,1016,,,98,3.46,202,,,,,,95,804,Clouds,overcast clouds,04n
946792800,2000-01-02 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.01,,273.02,272.38,274.01,274.46,1015,,,93,1.5,170,,,,,,99,804,Clouds,overcast clouds,04n
946796400,2000-01-02 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.68,10000,272.74,270.2,272.9,274.4,1015,,,93,3.1,170,,,,,,75,803,Clouds,broken clouds,04n
946800000,2000-01-02 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.24,5000,273.24,270.87,273.73,274.84,1015,,,93,3.1,170,,,,,,75,701,Mist,mist,50d
946803600,2000-01-02 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.41,,273.41,272.04,274.28,275.06,1014,,,93,2.1,170,,,,,,100,804,Clouds,overcast clouds,04d
946807200,2000-01-02 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.7,10000,272.68,270.71,274.28,275.11,1013,,,86,4.1,190,,,,,,75,803,Clouds,broken clouds,04d
946810800,2000-01-02 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.29,10000,273.29,270.2,273.99,274.72,1012,,,93,4.1,200,,,,,,75,803,Clouds,broken clouds,04d
946814400,2000-01-02 12:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.91,,272.68,270.93,273.91,274.66,1011,,,91,2.6,190,,,,,,100,804,Clouds,overcast clouds,04d
946818000,2000-01-02 13:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.22,10000,273.22,269.52,273.92,274.62,1010,,,93,5.1,210,,,,,,75,803,Clouds,broken clouds,04d
946821600,2000-01-02 14:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.55,6000,273.54,270.52,274.11,275,1009,,,93,4.1,190,,,,,,75,701,Mist,mist,50n
946825200,2000-01-02 15:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.01,,273.02,271.05,274.01,274.76,1007,,,93,2.6,180,,,,0.68,,91,601,Snow,snow,13n
946828800,2000-01-02 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.56,9000,272.56,270.22,274.17,275.11,1006,,,86,4.6,200,,,,0.19,,75,600,Snow,light snow,13n
946832400,2000-01-02 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.3,5000,274.29,271.44,274.92,275.66,1005,,,93,4.1,220,,0.12,,,,75,300,Drizzle,light intensity drizzle,09n
946832400,2000-01-02 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.3,5000,274.29,271.44,274.92,275.66,1005,,,93,4.1,220,,0.12,,,,75,500,Rain,light rain,10n
946836000,2000-01-02 18:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.51,,274.5,273.33,275.26,275.51,1005,,,93,2.1,240,,,,,,97,804,Clouds,overcast clouds,04n
946839600,2000-01-02 19:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.48,9000,275.46,272.9,276.11,276.79,1005,,,93,4.1,250,,,,,,75,701,Mist,mist,50n
946843200,2000-01-02 20:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.77,10000,274.75,271.46,275.36,276.28,1005,,,93,5.1,260,,,,,,20,801,Clouds,few clouds,02n
946846800,2000-01-02 21:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.01,,273.9,273.01,276.01,276.56,1006,,,86,3.1,270,,,,,,2,800,Clear,sky is clear,01n
946850400,2000-01-02 22:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.27,,272.99,268.97,273.66,275.28,1008,,,91,6.33,284,,,,,,2,800,Clear,sky is clear,01n
946854000,2000-01-02 23:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.95,,272.71,268.76,273.31,275.28,1008,,,91,5.91,286,,,,,,1,800,Clear,sky is clear,01n
946857600,2000-01-03 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.51,,272.37,271.64,274.28,275.06,1009,,,85,2.6,290,,,,,,0,800,Clear,sky is clear,01n
946861200,2000-01-03 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.19,,272.18,268.24,272.53,273.87,1010,,,92,5.07,291,,,,,,0,800,Clear,sky is clear,01n
946864800,2000-01-03 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.23,,271.49,267.21,271.46,273.08,1010,,,94,4.79,292,,,,,,0,800,Clear,sky is clear,01n
946868400,2000-01-03 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.61,,271.07,270.78,272.28,274.06,1011,,,88,1.5,270,,,,,,0,800,Clear,sky is clear,01n
946872000,2000-01-03 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.81,,271.07,267.18,271.07,272.57,1011,,,94,4.06,293,,,,,,0,800,Clear,sky is clear,01n
946875600,2000-01-03 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.89,9900,269.9,268.82,269.8,272.11,1011,,,92,1.5,260,,,,,,0,800,Clear,sky is clear,01n
946879200,2000-01-03 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.61,,269.62,270.61,270.28,272.96,1011,,,92,1,250,,,,,,3,800,Clear,sky is clear,01n
946882800,2000-01-03 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.58,9900,269.59,270.58,269.71,271.29,1011,,,92,1,240,,,,,,0,800,Clear,sky is clear,01n
946886400,2000-01-03 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.46,9900,269.47,270.46,269.79,271.21,1011,,,92,1,250,,,,,,10,800,Clear,sky is clear,01d
946890000,2000-01-03 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.71,,269.97,270.71,270.71,272.36,1011,,,94,0.5,160,,,,,,6,800,Clear,sky is clear,01d
946893600,2000-01-03 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.69,9900,270.69,270.69,269.91,272.28,1010,,,100,0.5,130,,,,,,98,804,Clouds,overcast clouds,04d
946897200,2000-01-03 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.97,9900,269.18,268.91,269.92,272.28,1009,,,86,1.5,190,,,,,,98,804,Clouds,overcast clouds,04d
946900800,2000-01-03 12:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.61,,271.34,272.61,272.28,273.76,1008,,,90,1,200,,,,,,88,804,Clouds,overcast clouds,04d
946904400,2000-01-03 13:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.42,9900,270.61,269.72,271.33,273.24,1007,,,86,2.1,180,,,,,,99,804,Clouds,overcast clouds,04d
946908000,2000-01-03 14:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.6,9900,272.54,269.03,272.86,274.38,1005,,,92,4.6,140,,,,,,81,803,Clouds,broken clouds,04d
946911600,2000-01-03 15:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.91,,272.41,271.46,273.28,275.16,1004,,,89,2.1,170,,,,,,98,804,Clouds,overcast clouds,04n
946915200,2000-01-03 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.62,7000,273.61,270.95,274.11,275.2,1003,,,93,3.6,180,,,,0.22,,75,500,Rain,light rain,10n
946915200,2000-01-03 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.62,7000,273.61,270.95,274.11,275.2,1003,,,93,3.6,180,,,,0.22,,75,600,Snow,light snow,13n
946918800,2000-01-03 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.61,10000,274.6,271.83,274.28,276.13,1002,,,93,4.1,190,,0.51,,,,75,500,Rain,light rain,10n
946922400,2000-01-03 18:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.51,,274.5,273.33,275.28,275.96,1001,,,93,2.1,220,,,,,,98,804,Clouds,overcast clouds,04n
946926000,2000-01-03 19:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.3,,275.43,271.8,276.01,276.53,1001,,,94,5.77,231,,,,,,97,804,Clouds,overcast clouds,04n
946929600,2000-01-03 20:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.54,10000,275.52,273.29,276.11,276.76,1000,,,93,3.6,220,,,,,,75,803,Clouds,broken clouds,04n
946933200,2000-01-03 21:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.01,,274.69,273.42,276.01,276.36,1000,,,91,2.6,230,,,,,,35,802,Clouds,scattered clouds,03n
946936800,2000-01-03 22:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.27,,274.95,271.59,276.1,276.47,1001,,,91,6.15,231,,,,,,26,802,Clouds,scattered clouds,03n
946940400,2000-01-03 23:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.1,,274.78,271.29,275.9,276.34,1000,,,91,6.36,232,,,,,,34,802,Clouds,scattered clouds,03n
946944000,2000-01-04 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.91,,273.97,273.8,275.91,276.28,999,,,87,2.1,210,,,,,,41,802,Clouds,scattered clouds,03n
946947600,2000-01-04 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.18,,274.7,271.21,275.99,276.35,999,,,90,6.8,231,,,,,,80,803,Clouds,broken clouds,04n
946951200,2000-01-04 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.36,,274.57,271.38,276.15,276.55,998,,,88,6.95,232,,,,,,88,804,Clouds,overcast clouds,04n
946954800,2000-01-04 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.21,,273.77,274.15,276.21,276.56,996,,,84,2.1,210,,,,,,90,804,Clouds,overcast clouds,04n
946958400,2000-01-04 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.73,,274.45,271.67,276.28,276.96,996,,,85,7.44,232,,,,,,88,804,Clouds,overcast clouds,04n
946962000,2000-01-04 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.81,10000,273.69,271.87,276.55,277.28,993,,,80,7.2,220,,,,,,20,801,Clouds,few clouds,02n
946965600,2000-01-04 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.41,,273.47,273.49,276.41,277.28,993,,,81,3.1,240,,,,,,22,801,Clouds,few clouds,02n
946969200,2000-01-04 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.32,,273.72,271,276.15,276.48,994,,,83,7.85,243,,,,,,15,801,Clouds,few clouds,02n
946972800,2000-01-04 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.19,10000,272.15,271.07,276.01,276.41,993,,,74,7.2,250,,,,,,20,801,Clouds,few clouds,02d
946976400,2000-01-04 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.71,,272.26,273.85,276.28,276.96,992,,,72,3.1,250,,,,,,7,800,Clear,sky is clear,01d
946980000,2000-01-04 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.66,10000,271.71,271.32,276.4,277.28,992,,,69,8.2,250,15.4,,,,,20,801,Clouds,few clouds,02d
946983600,2000-01-04 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.73,10000,271.77,271.76,276.46,277.28,992,,,69,7.2,260,14.4,,,,,20,801,Clouds,few clouds,02d
946987200,2000-01-04 12:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,277.41,,271.81,273.51,277.28,277.86,993,,,66,5.1,270,,,,,,82,803,Clouds,broken clouds,04d
946990800,2000-01-04 13:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.78,9900,271.81,271.48,276.52,277.28,993,,,69,8.2,260,13.9,,,,,40,802,Clouds,scattered clouds,03d
946994400,2000-01-04 14:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.47,9900,271.55,271.62,276.14,277.28,994,,,69,6.7,260,,,,,,13,801,Clouds,few clouds,02d
946998000,2000-01-04 15:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.21,,271.67,273.25,276.21,277.06,996,,,71,3.1,260,,,,,,4,800,Clear,sky is clear,01n
947001600,2000-01-04 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.97,9900,271.96,270.98,275.7,276.28,996,,,74,6.7,260,,,,,,0,800,Clear,sky is clear,01n
947005200,2000-01-04 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.57,9900,271.62,270.08,275.16,276.28,997,,,74,7.7,260,,,,,,0,800,Clear,sky is clear,01n
947008800,2000-01-04 18:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.71,,271.41,272.65,275.28,276.66,998,,,72,3.1,260,,,,,,0,800,Clear,sky is clear,01n
947012400,2000-01-04 19:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.26,9900,271.35,270.29,274.99,275.57,998,,,74,6.2,260,,,,,,0,800,Clear,sky is clear,01n
947016000,2000-01-04 20:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.71,9900,270.88,269.82,274.29,275.28,999,,,74,5.7,260,,,,,,0,800,Clear,sky is clear,01n
947019600,2000-01-04 21:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.11,,270.22,271.92,275.11,275.96,999,,,68,3.1,270,,,,,,0,800,Clear,sky is clear,01n
947023200,2000-01-04 22:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.05,,270.22,267.37,272.39,274.28,1000,,,79,6.43,277,,,,,,0,800,Clear,sky is clear,01n
947026800,2000-01-04 23:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.91,,270.23,267.39,272.26,274.28,1001,,,80,6,276,,,,,,0,800,Clear,sky is clear,01n
947030400,2000-01-05 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.91,,269.02,270.48,273.28,274.96,1001,,,67,3.1,280,,,,,,2,800,Clear,sky is clear,01n
947034000,2000-01-05 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.31,,269.79,267.13,271.56,273.28,1002,,,81,5.09,276,,,,,,62,803,Clouds,broken clouds,04n
947037600,2000-01-05 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.5,,269.42,266.47,270.57,272.43,1002,,,84,4.53,273,,,,,,87,804,Clouds,overcast clouds,04n
947041200,2000-01-05 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.51,,269.39,269.82,271.28,273.56,1002,,,77,2.1,250,,,,,,97,804,Clouds,overcast clouds,04n
947044800,2000-01-05 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.77,,268.98,266.35,269.6,271.85,1003,,,86,3.49,281,,,,,,94,804,Clouds,overcast clouds,04n
947048400,2000-01-05 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,269.87,9900,268.09,269.87,268.37,271.21,1002,,,86,0.5,250,,,,,,94,804,Clouds,overcast clouds,04n
947052000,2000-01-05 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,269.01,,267.65,269.01,269.01,272.16,1003,,,89,0.5,240,,,,,,94,804,Clouds,overcast clouds,04n
947055600,2000-01-05 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,269.37,9900,267.47,269.37,267.81,271.13,1003,,,85,1,230,,,,,,94,804,Clouds,overcast clouds,04n
947059200,2000-01-05 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,269.35,9900,268.37,267.06,267.6,271.2,1004,,,92,1.5,240,,,,,,85,804,Clouds,overcast clouds,04d
947062800,2000-01-05 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,270.91,,269.66,267.95,270.28,271.86,1006,,,90,2.1,270,,,,,,91,804,Clouds,overcast clouds,04d
947066400,2000-01-05 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.04,9900,270.05,267.02,269.81,272.2,1006,,,92,3.1,260,,,,,,79,803,Clouds,broken clouds,04d
947070000,2000-01-05 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.47,10000,270.47,268.03,270.3,272.43,1007,,,92,2.6,270,,,,,,20,801,Clouds,few clouds,02d
947073600,2000-01-05 12:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.61,,271.61,269.94,272.28,273.86,1007,,,92,2.1,290,,,,,,98,804,Clouds,overcast clouds,04d
947077200,2000-01-05 13:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.6,6000,271.6,270.77,271.67,273.39,1008,,,92,1.5,290,,,,,,75,701,Mist,mist,50d
947080800,2000-01-05 14:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,272.63,8000,271.63,272.63,271.87,273.22,1008,,,92,1,230,,,,,,20,701,Mist,mist,50d
947084400,2000-01-05 15:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,271.31,,270.32,271.31,271.31,272.66,1009,,,92,1,180,,,,,,75,803,Clouds,broken clouds,04n
947088000,2000-01-05 16:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.08,9900,272.07,273.08,272.11,273.58,1009,,,92,1,200,,,,,,75,803,Clouds,broken clouds,04n
947091600,2000-01-05 17:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.39,9900,272.35,273.39,271.28,273.82,1010,,,92,1,210,,,,,,99,804,Clouds,overcast clouds,04n
947095200,2000-01-05 18:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.55,,272.23,273.55,271.28,273.98,1011,,,90,0.5,210,,,,,,99,804,Clouds,overcast clouds,04n
947098800,2000-01-05 19:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.9,,273.06,270.29,273.28,274.19,1012,,,94,3.31,226,,,,,,65,803,Clouds,broken clouds,04n
947102400,2000-01-05 20:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.74,10000,272.66,271.26,273.11,274.24,1011,,,92,2.1,220,,,,,,75,803,Clouds,broken clouds,04n
947106000,2000-01-05 21:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.21,,271.93,273.21,273.21,274.56,1012,,,90,1,180,,,,,,11,801,Clouds,few clouds,02n
947109600,2000-01-05 22:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.82,,272.99,269.77,273.36,274.33,1013,,,94,3.88,222,,,,,,24,801,Clouds,few clouds,02n
947113200,2000-01-05 23:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.31,,272.67,269.05,272.69,273.99,1013,,,95,4.02,221,,,,,,85,804,Clouds,overcast clouds,04n
947116800,2000-01-06 00:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.4,,272.75,269.03,272.81,274.06,1013,,,95,4.21,219,,,,,,98,804,Clouds,overcast clouds,04n
947120400,2000-01-06 01:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.36,,272.71,268.8,272.77,274.05,1013,,,95,4.49,215,,,,,,100,804,Clouds,overcast clouds,04n
947124000,2000-01-06 02:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,273.8,,272.97,269.13,273.28,274.4,1012,,,94,4.86,212,,,,,,99,804,Clouds,overcast clouds,04n
947127600,2000-01-06 03:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.11,,272.58,271.17,274.11,275.36,1011,,,89,2.6,190,,,,,,100,804,Clouds,overcast clouds,04n
947131200,2000-01-06 04:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.32,,273.46,269.45,273.9,274.8,1011,,,94,5.47,208,,,,,,99,804,Clouds,overcast clouds,04n
947134800,2000-01-06 05:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.65,,273.64,269.69,274.28,275.03,1011,,,93,5.82,208,,,,,,98,804,Clouds,overcast clouds,04n
947138400,2000-01-06 06:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.71,,272.55,272.4,274.71,275.46,1009,,,85,2.1,200,,,,,,95,804,Clouds,overcast clouds,04n
947142000,2000-01-06 07:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.79,10000,273.78,270.23,274.11,275.28,1009,,,93,5.1,200,,,,,,20,801,Clouds,few clouds,02n
947145600,2000-01-06 08:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,275.42,10000,273.32,270.49,275.11,275.6,1008,,,86,6.2,200,,,,,,20,801,Clouds,few clouds,02d
947149200,2000-01-06 09:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,274.81,,272.49,272,274.81,275.96,1008,,,84,2.6,200,,,,,,88,804,Clouds,overcast clouds,04d
947152800,2000-01-06 10:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.14,10000,274.03,271.2,275.11,276.45,1007,,,86,6.7,200,,,,,,20,801,Clouds,few clouds,02d
947156400,2000-01-06 11:00:00 +0000 UTC,3600,Stockholm,59.329323,18.068581,276.2,10000,273.1,270.89,276.08,276.33,1006,,,80,7.7,190,,,,,,20,801,Clouds,few clouds,02d
