 2000-Jan-24 11:00,*,t, 20 24 19.00, -19 18 45.7,  -26.776,-10.590,  0.98432144730966,  0.1842035,    0.0000,/?,    0.0000,   2.5224859,  76.348412,  0.3459060,         n.a.,    n.a.,
 2000-Jan-24 14:44,C,s, 20 24 57.83, -19 16 31.4,  -26.776,-10.590,  0.98434712058788,  0.3710358,    0.0000,/?,    0.0000,   2.5322544,  76.221757,  0.6997666,         n.a.,    n.a.,
 2000-Jan-25 07:16,*,r, 20 27 51.26, -19 06 33.3,  -26.776,-10.590,  0.98442237999764,  0.0069109,    0.0000,/?,    0.0000,   2.5294232,  76.222736,  0.0074032,         n.a.,    n.a.,
 2000-Jan-25 11:01,*,t, 20 28 30.16, -19 04 17.0,  -26.776,-10.590,  0.98443073654365,  0.1947349,    0.0000,/?,    0.0000,   2.5221466,  76.001673,  0.3660186,         n.a.,    n.a.,
 2000-Jan-25 14:47,C,s, 20 29 09.21, -19 01 58.1,  -26.776,-10.590,  0.98445766191595,  0.3825242,    0.0000,/?,    0.0000,   2.5321152,  75.878791,  0.7215677,         n.a.,    n.a.,
 2000-Jan-26 07:14,*,r, 20 32 01.25, -18 51 48.7,  -26.776,-10.590,  0.98453626915203,  0.0147374,    0.0000,/?,    0.0000,   2.5291946,  75.882864,  0.0223005,         n.a.,    n.a.,
 2000-Jan-26 11:01,*,t, 20 32 40.37, -18 49 27.8,  -26.776,-10.590,  0.98454544475950,  0.2037502,    0.0000,/?,    0.0000,   2.5217952,  75.661152,  0.3832374,         n.a.,    n.a.,
 2000-Jan-26 14:49,C,s, 20 33 19.65, -18 47 04.4,  -26.776,-10.590,  0.98457351507740,  0.3929144,    0.0000,/?,    0.0000,   2.5318946,  75.541483,  0.7412981,         n.a.,    n.a.,
 2000-Jan-27 07:12,*,r, 20 36 10.45, -18 36 43.4,  -26.776,-10.590,  0.98465537089369,  0.0220365,    0.0000,/?,    0.0000,   2.5289537,  75.548334,  0.0361934,         n.a.,    n.a.,
 2000-Jan-27 11:01,*,t, 20 36 49.80, -18 34 18.0,  -26.776,-10.590,  0.98466532965012,  0.2122324,    0.0000,/?,    0.0000,   2.5214289,  75.326035,  0.3994396,         n.a.,    n.a.,
 2000-Jan-27 14:51,C,s, 20 37 29.29, -18 31 50.1,  -26.776,-10.590,  0.98469451159669,  0.4027613,    0.0000,/?,    0.0000,   2.5316572,  75.209688,  0.7599955,         n.a.,    n.a.,
 2000-Jan-28 07:09,*,r, 20 40 18.71, -18 21 18.5,  -26.775,-10.590,  0.98477936358222,  0.0282991,    0.0000,/?,    0.0000,   2.5287602,  75.220177,  0.0481111,         n.a.,    n.a.,
 2000-Jan-28 11:01,*,t, 20 40 58.44, -18 18 48.0,  -26.775,-10.590,  0.98479008150744,  0.2202016,    0.0000,/?,    0.0000,   2.5210401,  74.996378,  0.4146649,         n.a.,    n.a.,
 2000-Jan-28 14:54,C,s, 20 41 38.33, -18 16 14.9,  -26.775,-10.590,  0.98482050779605,  0.4126096,    0.0000,/?,    0.0000,   2.5314699,  74.883363,  0.7786748,         n.a.,    n.a.,
 2000-Jan-29 07:07,*,r, 20 44 26.34, -18 05 33.1,  -26.775,-10.590,  0.98490797086911,  0.0346150,    0.0000,/?,    0.0000,   2.5284727,  74.896505,  0.0601314,         n.a.,    n.a.,
 2000-Jan-29 11:02,*,t, 20 45 06.46, -18 02 57.4,  -26.775,-10.590,  0.98491949653233,  0.2286739,    0.0000,/?,    0.0000,   2.5206295,  74.671432,  0.4308532,         n.a.,    n.a.,
 2000-Jan-29 14:56,C,s, 20 45 46.39, -18 00 20.5,  -26.775,-10.590,  0.98495088261215,  0.4214354,    0.0000,/?,    0.0000,   2.5311776,  74.562795,  0.7954382,         n.a.,    n.a.,
 2000-Jan-30 07:05,*,r, 20 48 33.19, -17 49 28.2,  -26.775,-10.590,  0.98504090445188,  0.0404809,    0.0000,/?,    0.0000,   2.5281534,  74.578352,  0.0712955,         n.a.,    n.a.,
 2000-Jan-30 11:02,*,t, 20 49 13.52, -17 46 48.0,  -26.775,-10.590,  0.98505311676012,  0.2357075,    0.0000,/?,    0.0000,   2.5201779,  74.352892,  0.4443012,         n.a.,    n.a.,
 2000-Jan-30 14:59,C,s, 20 49 53.83, -17 44 06.0,  -26.775,-10.590,  0.98508569425335,  0.4303066,    0.0000,/?,    0.0000,   2.5309249,  74.247867,  0.8122706,         n.a.,    n.a.,
 2000-Jan-31 07:03,*,r, 20 52 39.24, -17 33 04.2,  -26.775,-10.590,  0.98517790305269,  0.0459291,    0.0000,/?,    0.0000,   2.5277975,  74.265779,  0.0816654,         n.a.,    n.a.,
 2000-Jan-31 11:02,*,t, 20 53 19.78, -17 30 19.6,  -26.775,-10.590,  0.98519077143962,  0.2423210,    0.0000,/?,    0.0000,   2.5196879,  74.039993,  0.4569534,         n.a.,    n.a.,
 2000-Jan-31 15:01,C,s, 20 54 00.30, -17 27 33.0,  -26.774,-10.590,  0.98522434365068,  0.4382341,    0.0000,/?,    0.0000,   2.5305573,  73.938761,  0.8273428,         n.a.,    n.a.,
 2000-Feb-01 07:01,*,r, 20 56 44.48, -17 16 21.6,  -26.774,-10.590,  0.98531872410710,  0.0509930,    0.0000,/?,    0.0000,   2.5274012,  73.958842,  0.0913051,         n.a.,    n.a.,
 2000-Feb-01 11:02,*,t, 20 57 25.23, -17 13 32.4,  -26.774,-10.590,  0.98533222022438,  0.2485480,    0.0000,/?,    0.0000,   2.5191555,  73.732794,  0.4688751,         n.a.,    n.a.,
 2000-Feb-01 15:04,C,s, 20 58 06.13, -17 10 40.7,  -26.774,-10.590,  0.98536694069665,  0.4462556,    0.0000,/?,    0.0000,   2.5302212,  73.635461,  0.8425796,         n.a.,    n.a.,
 2000-Feb-02 06:59,*,r, 21 00 48.93, -16 59 20.6,  -26.774,-10.590,  0.98546314479340,  0.0557087,    0.0000,/?,    0.0000,   2.5269605,  73.657598,  0.1002839,         n.a.,    n.a.,
